Day,Date,Last Px,Volume,SMAVG(15),Dvd 12M Yld - Gross,P/E,P/B
We,1/25/23,17891.95,257.227M,241.717M,1.4389,23.6782,3.0201
Tu,1/24/23,18118.3,216.91M,240.246M,1.4209,23.9778,3.0583
Mo,1/23/23,18118.55,202.46M,239.699M,1.4191,23.9781,3.0584
Su,1/22/23,,,,,23.8578,3.043
,,,,,,,
Sa,1/21/23,,,,,23.8578,3.043
Fr,1/20/23,18027.65,237.225M,243.273M,1.4281,23.8578,3.043
Th,1/19/23,18107.85,237.834M,240.258M,1.4218,23.9639,3.0566
We,1/18/23,18165.35,255.841M,243.14M,1.4173,24.04,3.0663
Tu,1/17/23,18053.3,219.055M,239.008M,1.4261,23.8917,3.0474
Mo,1/16/23,17894.85,206.196M,238.689M,1.4387,23.682,3.0206
Su,1/15/23,,,,,23.7638,3.031
,,,,,,,
Sa,1/14/23,,,,,23.7638,3.031
Fr,1/13/23,17956.6,256.701M,236.719M,1.346,23.7638,3.031
Th,1/12/23,17858.2,227.769M,234.369M,1.3534,23.6335,3.0144
We,1/11/23,17895.7,259.853M,232.231M,1.3506,23.6832,3.0208
Tu,1/10/23,17914.15,283.278M,227.414M,1.3492,23.7076,3.0239
Mo,1/9/23,18101.2,257.238M,219.798M,1.3352,23.9551,3.0554
Su,1/8/23,,,,,23.6352,3.0146
,,,,,,,
Sa,1/7/23,,,,,23.6352,3.0146
Fr,1/6/23,17859.45,238.221M,212.972M,1.3533,23.6352,3.0146
Th,1/5/23,17992.15,269.95M,215.601M,1.3433,23.8108,3.037
We,1/4/23,18042.95,235.162M,209.813M,1.3395,23.878,3.0456
Tu,1/3/23,18232.55,208.7M,208.004M,1.3256,24.129,3.0776
Mo,1/2/23,18197.45,256.074M,206.596M,1.3282,24.0825,3.0717
Su,1/1/23,,,,,23.9606,3.0561
,,,,,,,
Sa,12/31/22,,,,,23.9606,3.0561
Fr,12/30/22,18105.3,192.006M,202.45M,1.3349,23.9606,3.0561
Th,12/29/22,18191,281.053M,204.039M,1.3293,24.074,3.0706
We,12/28/22,18122.5,193.873M,198.823M,1.3343,23.9833,3.059
Tu,12/27/22,18132.3,214.257M,199.265M,1.3336,23.9963,3.0607
Mo,12/26/22,18014.6,176.652M,199.5M,1.3423,23.8405,3.0408
Su,12/25/22,,,,,23.5655,3.0057
,,,,,,,
Sa,12/24/22,,,,,23.5655,3.0057
Fr,12/23/22,17806.8,221.455M,206.949M,1.358,23.5655,3.0057
Th,12/22/22,18127.35,195.7M,209.146M,1.3339,23.9897,3.0599
We,12/21/22,18199.1,187.594M,217.763M,1.3414,24.0847,3.072
Tu,12/20/22,18385.3,169.042M,228.299M,1.3278,24.3311,3.1034
Mo,12/19/22,18420.45,154.847M,230.046M,1.3253,24.3776,3.1093
Su,12/18/22,,,,,24.1772,3.0838
,,,,,,,
Sa,12/17/22,,,,,24.1772,3.0838
Fr,12/16/22,18269,277.65M,233.488M,1.3363,24.1772,3.0838
Th,12/15/22,18414.9,183.128M,228.703M,1.3257,24.3703,3.1084
We,12/14/22,18660.3,208.03M,230.097M,1.3083,24.695,3.1498
Tu,12/13/22,18608,187.586M,228.148M,1.3119,24.6258,3.141
Mo,12/12/22,18497.15,193.883M,227.488M,1.3198,24.4791,3.1223
Su,12/11/22,,,,,24.4784,3.1222
,,,,,,,
Sa,12/10/22,,,,,24.4784,3.1222
Fr,12/9/22,18496.6,215.84M,228.815M,1.3198,24.4784,3.1222
Th,12/8/22,18609.35,202.811M,227.679M,1.3118,24.6276,3.1412
We,12/7/22,18560.5,200.502M,227.526M,1.3153,24.563,3.133
Tu,12/6/22,18642.75,217.777M,228.777M,1.3095,24.6718,3.1469
Mo,12/5/22,18701.05,288.394M,230.987M,1.3054,24.749,3.1567
Su,12/4/22,,,,,24.7424,3.1559
,,,,,,,
Sa,12/3/22,,,,,24.7424,3.1559
Fr,12/2/22,18696.1,254.401M,231.854M,1.3058,24.7424,3.1559
Th,12/1/22,18812.5,324.956M,240.125M,1.2977,24.8965,3.1755
We,11/30/22,18758.35,345.636M,235.558M,1.3014,24.8248,3.1664
Tu,11/29/22,18618.05,195.255M,232.993M,1.3112,24.6391,3.1427
Mo,11/28/22,18562.75,206.469M,240.96M,1.3151,24.5659,3.1333
Su,11/27/22,,,,,24.4998,3.1249
,,,,,,,
Sa,11/26/22,,,,,24.4998,3.1249
Fr,11/25/22,18512.75,205.876M,245.058M,1.3187,24.4998,3.1249
Th,11/24/22,18484.1,204.045M,245.531M,1.3207,24.4619,3.1201
We,11/23/22,18267.25,178.791M,249.986M,1.3364,24.1749,3.0835
Tu,11/22/22,18244.2,177.681M,261.395M,1.3381,24.1444,3.0796
Mo,11/21/22,18159.95,213.795M,264.695M,1.3443,24.0329,3.0654
Su,11/20/22,,,,,24.2283,3.0903
,,,,,,,
Sa,11/19/22,,,,,24.2283,3.0903
Fr,11/18/22,18307.65,198.795M,267.11M,1.3274,24.2283,3.0903
Th,11/17/22,18343.9,200.513M,275.501M,1.3248,24.2763,3.0964
We,11/16/22,18409.65,219.269M,278.89M,1.3201,24.3633,3.1075
Tu,11/15/22,18403.4,250.926M,267.274M,1.3205,24.3551,3.1065
Mo,11/14/22,18329.15,301.402M,269.06M,1.2536,24.2568,3.0939
Su,11/13/22,,,,,24.284,3.0974
,,,,,,,
Sa,11/12/22,,,,,24.284,3.0974
Fr,11/11/22,18349.7,378.469M,265.606M,1.248,24.284,3.0974
Th,11/10/22,18028.2,256.452M,254.407M,1.2762,23.8585,3.0431
We,11/9/22,18157,307.155M,253.277M,1.2671,24.029,3.0649
Tu,11/8/22,,,,,24.0896,3.0726
Mo,11/7/22,18202.8,314.758M,246.948M,1.2498,24.0896,3.0726
Su,11/6/22,,,,,23.9762,3.0581
,,,,,,,
Sa,11/5/22,,,,,23.9762,3.0581
Fr,11/4/22,18117.15,267.942M,241.097M,1.2557,24.0067,3.1273
Th,11/3/22,18052.7,212.968M,240.997M,1.2602,23.9213,3.1162
We,11/2/22,18082.85,270.878M,243.868M,1.2581,23.9612,3.1214
Tu,11/1/22,18145.4,349.925M,244.651M,1.2656,24.0441,3.1322
Mo,10/31/22,18012.2,227.175M,236.923M,1.2727,24.1381,3.0701
Su,10/30/22,,,,,23.836,3.0317
,,,,,,,
Sa,10/29/22,,,,,23.836,3.0317
Fr,10/28/22,17786.8,250.03M,236.196M,1.283,23.836,3.0317
Th,10/27/22,17736.95,324.649M,237.41M,1.2866,23.7692,3.0232
We,10/26/22,,,,,23.6612,3.0095
Tu,10/25/22,17656.35,251.358M,231.207M,1.2854,23.6612,3.0095
Mo,10/24/22,17730.75,45.029M,233.506M,1.28,23.7609,3.0222
Su,10/23/22,,,,,23.5539,2.9958
,,,,,,,
Sa,10/22/22,,,,,23.5539,2.9958
Fr,10/21/22,17576.3,277.703M,255.851M,1.2913,23.5539,2.9958
Th,10/20/22,17563.95,249.605M,260.007M,1.2922,23.5374,2.9937
We,10/19/22,17512.25,210.481M,264.961M,1.296,23.4681,2.9849
Tu,10/18/22,17486.95,239.494M,274.922M,1.2979,23.4342,2.9806
Mo,10/17/22,17311.8,212.223M,291.756M,1.311,23.1995,2.9507
Su,10/16/22,,,,,23.0305,2.9293
,,,,,,,
Sa,10/15/22,,,,,23.0305,2.9293
Fr,10/14/22,17185.7,226.997M,303.658M,1.3193,23.0305,2.9293
Th,10/13/22,17014.35,266.439M,307.465M,1.3326,22.8008,2.9
We,10/12/22,17123.6,256.037M,306.071M,1.3241,22.9473,2.9187
Tu,10/11/22,16983.55,282.618M,306.542M,1.335,22.7596,2.8948
Mo,10/10/22,17241,234.006M,304.923M,1.315,23.1046,2.9387
Su,10/9/22,,,,,23.2033,2.9512
,,,,,,,
Sa,10/8/22,,,,,23.2033,2.9512
Fr,10/7/22,17314.65,216.273M,320.553M,1.3095,23.2033,2.9512
Th,10/6/22,17331.8,268.239M,325.444M,1.3082,23.2263,2.9542
We,10/5/22,,,,,23.1492,2.9444
Tu,10/4/22,17274.3,231.602M,331.953M,1.3125,23.1492,2.9444
Mo,10/3/22,16887.35,285.851M,333.841M,1.3426,22.6307,2.8784
Su,10/2/22,,,,,22.9081,2.9137
,,,,,,,
Sa,10/1/22,,,,,22.9081,2.9137
Fr,9/30/22,17094.35,380.205M,330M,1.3263,22.9081,2.9137
Th,9/29/22,16818.1,340.034M,322.673M,1.3622,22.5379,2.8666
We,9/28/22,16858.6,323.922M,318.661M,1.359,22.5921,2.8735
Tu,9/27/22,17007.4,359.895M,320.675M,1.3471,22.7915,2.8989
Mo,9/26/22,17016.3,492.003M,313.429M,1.3464,22.8035,2.9004
Su,9/25/22,,,,,23.2203,2.9534
,,,,,,,
Sa,9/24/22,,,,,23.2203,2.9534
Fr,9/23/22,17327.35,390.755M,295.983M,1.3222,23.2203,2.9534
Th,9/22/22,17629.8,284.094M,287.017M,1.2995,23.6256,3.0049
We,9/21/22,17718.35,245.532M,288.646M,1.293,23.7443,3.02
Tu,9/20/22,17816.25,263.101M,293.923M,1.2859,23.8755,3.0367
Mo,9/19/22,17622.25,258.33M,292.706M,1.3001,23.6155,3.0037
Su,9/18/22,,,,,23.493,2.9881
,,,,,,,
Sa,9/17/22,,,,,23.493,2.9881
Fr,9/16/22,17530.85,468.464M,293.26M,1.3069,23.493,2.9881
Th,9/15/22,17877.4,289.638M,277.375M,1.3521,23.9574,3.0472
We,9/14/22,18003.75,365.867M,275.529M,1.3427,24.1267,3.0687
Tu,9/13/22,18070.05,259.923M,270.179M,1.3377,24.2156,3.08
Mo,9/12/22,17936.35,228.242M,272.022M,1.3477,24.0364,3.0572
Su,9/11/22,,,,,23.8984,3.0396
,,,,,,,
Sa,9/10/22,,,,,23.8984,3.0396
Fr,9/9/22,17833.35,270.3M,276.514M,1.3555,23.8984,3.0396
Th,9/8/22,17798.75,279.846M,276.088M,1.3581,23.852,3.0337
We,9/7/22,17624.4,354.138M,274.95M,1.3715,23.6184,3.004
Tu,9/6/22,17655.6,251.205M,269.877M,1.3691,23.6602,3.0093
Mo,9/5/22,17665.8,230.309M,273.388M,1.3683,23.6739,3.0111
Su,9/4/22,,,,,23.5045,2.9895
,,,,,,,
Sa,9/3/22,,,,,23.5045,2.9895
Fr,9/2/22,17539.45,256.269M,278.784M,1.3782,23.5045,2.9895
Th,9/1/22,17542.8,308.527M,282.547M,1.3875,23.509,2.9901
We,8/31/22,,,,,23.7992,3.027
Tu,8/30/22,17759.3,324.687M,279.111M,1.3705,23.7992,3.027
Mo,8/29/22,17312.9,244.855M,281.153M,1.4059,23.2009,2.9509
Su,8/28/22,,,,,23.5306,2.9929
,,,,,,,
Sa,8/27/22,,,,,23.5306,2.9929
Fr,8/26/22,17558.9,266.636M,286.495M,1.3862,23.5306,2.9929
Th,8/25/22,17522.45,230.182M,287.747M,1.3891,23.4817,2.9867
We,8/24/22,17604.95,261.953M,294.644M,1.3826,23.5923,3.0007
Tu,8/23/22,17577.5,285.616M,302.616M,1.3847,23.5555,2.996
Mo,8/22/22,17490.7,287.559M,312.645M,1.3916,23.4392,2.9812
Su,8/21/22,,,,,23.798,3.0269
,,,,,,,
Sa,8/20/22,,,,,23.798,3.0269
Fr,8/19/22,17758.45,295.627M,318.559M,1.3706,23.798,3.0269
Th,8/18/22,17956.5,263.914M,311.197M,1.3577,24.0634,3.0606
We,8/17/22,17944.25,262.769M,307.484M,1.3155,24.047,3.0585
Tu,8/16/22,17825.25,278.043M,304.059M,1.3243,23.8875,3.0383
Mo,8/15/22,,,,,23.717,3.0166
Su,8/14/22,,,,,23.717,3.0166
,,,,,,,
Sa,8/13/22,,,,,23.717,3.0166
Fr,8/12/22,17698.15,303.872M,298.25M,1.3338,23.717,3.0166
Th,8/11/22,17659,311.247M,294.233M,1.3379,23.6646,3.0099
We,8/10/22,17534.75,312.717M,292.441M,1.3299,23.4981,2.9887
Tu,8/9/22,,,,,23.4851,2.9871
Mo,8/8/22,17525.1,256.994M,286.435M,1.3316,23.4851,2.9871
Su,8/7/22,,,,,23.2452,2.9954
,,,,,,,
Sa,8/6/22,,,,,23.2436,2.9954
Fr,8/5/22,17397.5,355.311M,284.485M,1.3456,23.2978,3.0572
Th,8/4/22,17382,324.981M,274.515M,1.3468,23.274,3.1758
We,8/3/22,17388.15,285.415M,268.09M,1.3464,23.2793,3.177
Tu,8/2/22,17345.45,333.639M,264.613M,1.3471,23.2306,3.1692
Mo,8/1/22,17340.05,381.533M,256.281M,1.3473,23.2318,3.1682
Su,7/31/22,,,,,22.9882,3.135
,,,,,,,
Sa,7/30/22,,,,,23.0375,3.135
Fr,7/29/22,17158.25,436.06M,247.906M,1.352,23.0375,3.135
Th,7/28/22,16929.6,376.256M,237.576M,1.3702,23.4387,3.4394
We,7/27/22,16641.8,185.211M,230.133M,1.4237,23.0371,3.3809
Tu,7/26/22,16483.85,208.208M,237.011M,1.4356,22.8184,3.3489
Mo,7/25/22,16631,211.392M,240.074M,1.4229,23.0221,3.3788
Su,7/24/22,,,,,23.1445,3.3967
,,,,,,,
Sa,7/23/22,,,,,23.1401,3.3967
Fr,7/22/22,16719.45,190.907M,246.27M,1.4283,23.1401,3.3967
Th,7/21/22,16605.25,243.625M,257.816M,1.441,22.9821,3.3735
We,7/20/22,16520.85,284.36M,261.976M,1.3986,22.8658,3.3564
Tu,7/19/22,16340.55,222.631M,272.682M,1.414,22.6162,3.3197
Mo,7/18/22,16278.5,227.745M,274.631M,1.4135,22.5304,3.3071
Su,7/17/22,,,,,22.213,3.2606
,,,,,,,
Sa,7/16/22,,,,,22.213,3.2606
Fr,7/15/22,16049.2,205.768M,273.51M,1.4337,22.213,3.2606
Th,7/14/22,15938.65,228.603M,274.432M,1.4436,22.06,3.2381
We,7/13/22,15966.65,233.264M,276.47M,1.4358,22.0987,3.2438
Tu,7/12/22,16058.3,208.649M,275.645M,1.4256,22.2176,3.2624
Mo,7/11/22,16216,255.915M,279.255M,1.4117,22.4358,3.2944
Su,7/10/22,,,,,22.4421,3.2954
,,,,,,,
Sa,7/9/22,,,,,22.4421,3.2954
Fr,7/8/22,16220.6,281.102M,279.529M,1.4105,22.4421,3.2954
Th,7/7/22,16132.9,264.615M,283.63M,1.4161,22.3208,3.2776
We,7/6/22,15989.8,288.375M,283.638M,1.425,22.1228,3.2485
Tu,7/5/22,15810.85,254.164M,276.614M,1.4411,21.8752,3.2121
Mo,7/4/22,15835.35,304.328M,274.698M,1.4389,21.9062,3.2171
Su,7/3/22,,,,,21.7758,3.2002
,,,,,,,
Sa,7/2/22,,,,,21.7758,3.2002
Fr,7/1/22,15752.05,364.09M,269.445M,1.4313,21.7658,3.1995
Th,6/30/22,15780.25,306.028M,257.818M,1.4287,21.7992,3.2052
We,6/29/22,15799.1,444.95M,251.08M,1.4216,21.8253,3.209
Tu,6/28/22,15850.2,251.865M,237.649M,1.417,21.8962,3.1458
Mo,6/27/22,15832.05,210.933M,236.445M,1.4186,21.8711,3.1422
Su,6/26/22,,,,,21.6852,3.1158
,,,,,,,
Sa,6/25/22,,,,,21.6852,3.1158
Fr,6/24/22,15699.25,219.599M,237.956M,1.4306,21.6852,3.1158
Th,6/23/22,15556.65,259.172M,239.683M,1.4437,21.4882,3.0875
We,6/22/22,15413.3,220.89M,238.136M,1.4571,21.2902,3.0591
Tu,6/21/22,15638.8,262.795M,240.051M,1.4361,21.5993,3.1038
Mo,6/20/22,15350.15,260.022M,265.972M,1.4631,21.2006,3.0465
Su,6/19/22,,,,,21.1224,3.0353
,,,,,,,
Sa,6/18/22,,,,,21.1224,3.0353
Fr,6/17/22,15293.5,342.63M,265.398M,1.4586,21.1224,3.0353
Th,6/16/22,15360.6,264.736M,260.827M,1.4522,21.215,3.0486
We,6/15/22,15692.15,183.011M,264.131M,1.4215,21.673,3.1144
Tu,6/14/22,15732.1,225.426M,268.153M,1.3849,21.7281,3.1223
Mo,6/13/22,15774.4,225.534M,269.777M,1.3812,21.7866,3.1307
Su,6/12/22,,,,,22.3769,3.2156
,,,,,,,
Sa,6/11/22,,,,,22.3769,3.2156
Fr,6/10/22,16201.8,189.681M,274.33M,1.3447,22.3534,3.2156
Th,6/9/22,16478.1,204.954M,278.511M,1.3222,22.7346,3.2704
We,6/8/22,16356.25,243.481M,285.773M,1.3223,22.5515,3.2462
Tu,6/7/22,16416.35,233.815M,288.903M,1.3174,22.6344,3.2581
Mo,6/6/22,16569.55,233.589M,293.028M,1.3052,22.8456,3.2885
Su,6/5/22,,,,,22.8671,3.2915
,,,,,,,
Sa,6/4/22,,,,,22.8671,3.2915
Fr,6/3/22,16584.3,245.515M,291.965M,1.3142,22.8645,3.2915
Th,6/2/22,16628,235.958M,300.207M,1.3107,22.9244,3.3001
We,6/1/22,16522.75,249.619M,305.471M,1.3191,22.7793,3.2793
Tu,5/31/22,16584.55,651.614M,307.783M,1.3141,22.7048,3.2915
Mo,5/30/22,16661.4,251.401M,283.213M,1.2861,22.81,3.3068
Su,5/29/22,,,,,22.3663,3.2455
,,,,,,,
Sa,5/28/22,,,,,22.3663,3.2455
Fr,5/27/22,16352.45,274.065M,285.679M,1.3104,22.4187,3.2455
Th,5/26/22,16170.15,314.306M,287.444M,1.3252,22.151,3.2093
We,5/25/22,16025.8,243.342M,284.209M,1.3246,21.9519,3.1806
Tu,5/24/22,16125.15,249.778M,288.695M,1.2914,22.127,3.2003
Mo,5/23/22,16214.7,293.83M,290.587M,1.2843,22.249,3.2181
Su,5/22/22,,,,,22.3262,3.2283
,,,,,,,
Sa,5/21/22,,,,,22.3261,3.2283
Fr,5/20/22,16266.15,252.402M,293.415M,1.2802,22.3847,3.2283
Th,5/19/22,15809.4,313.876M,297.449M,1.3172,21.7821,3.1368
We,5/18/22,16240.3,290.441M,294.2M,1.2823,22.3733,3.2223
Tu,5/17/22,16259.3,295.688M,292.242M,1.2808,22.3851,3.2261
Mo,5/16/22,15842.3,217.647M,290.908M,1.3145,21.7727,3.1424
Su,5/15/22,,,,,21.6901,3.1304
,,,,,,,
Sa,5/14/22,,,,,21.6908,3.1304
Fr,5/13/22,15782.15,369.136M,293.914M,1.3195,21.6908,3.1304
Th,5/12/22,15808,314.922M,288.319M,1.3173,21.8018,3.1534
We,5/11/22,16167.1,284.294M,286.395M,1.2324,22.3943,2.9401
Tu,5/10/22,16240.05,283.061M,294.202M,1.2268,22.4982,2.9534
Mo,5/9/22,16301.85,288.403M,300.407M,1.2222,22.564,2.9646
Su,5/8/22,,,,,22.712,2.9845
,,,,,,,
Sa,5/7/22,,,,,22.712,2.9845
Fr,5/6/22,16411.25,300.528M,297.517M,1.214,22.712,2.9845
Th,5/5/22,16682.65,265.793M,295.217M,1.1943,23.0516,3.0339
We,5/4/22,16677.6,310.633M,294.278M,1.1946,23.0446,3.0329
Tu,5/3/22,,,,,23.6284,3.1041
Mo,5/2/22,17069.1,278.156M,291.866M,1.1672,23.7058,3.1041
Su,5/1/22,,,,,24.1363,3.1102
,,,,,,,
Sa,4/30/22,,,,,24.1316,3.1102
Fr,4/29/22,17102.55,336.244M,293.911M,1.165,24.1316,3.1102
Th,4/28/22,17245.05,312.914M,293.417M,1.1694,24.32,3.1361
We,4/27/22,17038.4,265.14M,291.453M,1.1665,23.9986,3.0985
Tu,4/26/22,17200.8,261.066M,296.812M,1.1555,24.2461,3.1281
Mo,4/25/22,16953.95,275.686M,298.859M,1.1723,23.903,3.0832
Su,4/24/22,,,,,24.2096,3.1228
,,,,,,,
Sa,4/23/22,,,,,24.2186,3.1228
Fr,4/22/22,17171.95,262.74M,299.221M,1.1574,24.2186,3.1228
Th,4/21/22,17392.6,285.2M,315.373M,1.1428,24.5255,3.163
We,4/20/22,17136.55,286.07M,312.037M,1.1651,24.1646,3.1164
Tu,4/19/22,16958.65,401.4M,309.848M,1.1773,23.9351,3.084
Mo,4/18/22,17173.65,376.13M,298.896M,1.1625,24.2385,3.1231
Su,4/17/22,,,,,24.6579,3.1781
,,,,,,,
Sa,4/16/22,,,,,24.6602,3.1781
Fr,4/15/22,,,,,24.6602,3.1781
Th,4/14/22,,,,,24.6602,3.1781
We,4/13/22,17475.65,245.062M,293.173M,1.1405,24.6608,3.1781
Tu,4/12/22,17530.3,266.029M,296.31M,1.137,24.7383,3.188
Mo,4/11/22,17674.95,251.702M,301.125M,1.1277,24.9659,3.2143
Su,4/10/22,,,,,25.1155,3.2342
,,,,,,,
Sa,4/9/22,,,,,25.1594,3.2342
Fr,4/8/22,17784.35,274.447M,303.375M,1.1207,25.1594,3.2342
Th,4/7/22,17639.55,308.84M,314.968M,1.1299,24.9617,3.2079
We,4/6/22,17807.65,328.824M,311.71M,1.1193,25.1953,3.2384
Tu,4/5/22,17957.4,283.454M,315.231M,1.1099,25.4053,3.2657
Mo,4/4/22,18053.4,345.526M,317.312M,1.0965,25.5443,3.2831
Su,4/3/22,,,,,24.8841,3.2135
,,,,,,,
Sa,4/2/22,,,,,24.8828,3.2135
Fr,4/1/22,17670.45,291.773M,317.191M,1.1203,24.8832,3.2135
Th,3/31/22,17464.75,281.112M,330.169M,1.1335,24.5928,3.1761
We,3/30/22,17498.25,505.032M,342.244M,1.1705,24.64,3.1822
Tu,3/29/22,17325.3,235.15M,344.815M,1.1822,24.3975,3.1507
Mo,3/28/22,17222,253.241M,368.165M,1.1896,24.2581,3.1319
Su,3/27/22,,,,,24.163,3.1194
,,,,,,,
Sa,3/26/22,,,,,24.163,3.1194
Fr,3/25/22,17153,237.116M,381.692M,1.1944,24.163,3.1194
Th,3/24/22,17222.75,290.28M,395.356M,1.1959,24.2726,3.1321
We,3/23/22,17245.65,292.12M,410.519M,1.1943,24.305,3.1362
Tu,3/22/22,17315.5,338.263M,417.992M,1.1995,24.4018,3.1489
Mo,3/21/22,17117.6,285.451M,417.426M,1.2134,24.1226,3.113
Su,3/20/22,,,,,24.3597,3.1438
,,,,,,,
Sa,3/19/22,,,,,24.3595,3.1438
Fr,3/18/22,,,,,24.3595,3.1438
Th,3/17/22,17287.05,448.335M,428.927M,1.2015,24.3595,3.1438
We,3/16/22,16975.35,259.973M,412.387M,1.2236,23.9217,3.0871
Tu,3/15/22,16663,381.632M,415.064M,1.2465,23.4775,3.0303
Mo,3/14/22,16871.3,314.67M,403.967M,1.2453,23.7764,3.0682
Su,3/13/22,,,,,23.4367,3.0244
,,,,,,,
Sa,3/12/22,,,,,23.4367,3.0244
Fr,3/11/22,16630.45,343.717M,395.631M,1.2634,23.4349,3.0244
Th,3/10/22,16594.9,486.445M,388.192M,1.2661,23.3983,3.0179
We,3/9/22,16345.35,462.231M,372.066M,1.2854,23.0466,2.9725
Tu,3/8/22,16013.45,543.601M,361.161M,1.312,22.577,2.9122
Mo,3/7/22,15863.15,585.404M,345.288M,1.3245,22.362,2.8848
Su,3/6/22,,,,,22.9043,2.9543
,,,,,,,
Sa,3/5/22,,,,,22.9028,2.9543
Fr,3/4/22,16245.35,456.143M,323.137M,1.2933,22.9027,2.9543
Th,3/3/22,16498.05,442.068M,310.968M,1.2735,23.259,3.0003
We,3/2/22,16605.95,517.724M,297.254M,1.2652,23.4095,3.0199
Tu,3/1/22,,,,,23.8683,3.0541
Mo,2/28/22,16793.9,404.215M,280.641M,1.2511,23.868,3.0541
Su,2/27/22,,,,,23.6755,3.0294
,,,,,,,
Sa,2/26/22,,,,,23.6777,3.0294
Fr,2/25/22,16658.4,329.781M,271.362M,1.2612,23.6777,3.0294
Th,2/24/22,16247.95,457.968M,266.806M,1.2931,23.0948,2.9548
We,2/23/22,17063.25,200.23M,251.382M,1.2313,24.2541,3.1031
Tu,2/22/22,17092.2,300.132M,256.114M,1.2292,24.299,3.1083
Mo,2/21/22,17206.65,215.183M,261.865M,1.2211,24.4633,3.1291
Su,2/20/22,,,,,24.5706,3.1418
,,,,,,,
Sa,2/19/22,,,,,24.5703,3.1418
Fr,2/18/22,17276.3,189.621M,268.963M,1.2031,24.5712,3.1418
Th,2/17/22,17304.6,232.136M,280.007M,1.2011,24.6117,3.147
We,2/16/22,17322.2,244.549M,290.905M,1.2201,24.6486,3.15
Tu,2/15/22,17352.45,298.658M,296.369M,1.2078,24.6849,3.1555
Mo,2/14/22,16842.8,305.511M,298.048M,1.2453,23.992,3.0628
Su,2/13/22,,,,,24.7942,3.1596
,,,,,,,
Sa,2/12/22,,,,,24.8049,3.1596
Fr,2/11/22,17374.75,253.142M,296.191M,1.21,24.8547,3.1596
Th,2/10/22,17605.85,273.606M,296.521M,1.1941,25.2037,3.2016
We,2/9/22,17463.8,236.351M,296.725M,1.1979,25.0299,3.1758
Tu,2/8/22,17266.75,268.526M,296.135M,1.2212,24.7488,3.1399
Mo,2/7/22,17213.6,265.038M,296.013M,1.2249,24.6846,3.1261
Su,2/6/22,,,,,25.1328,3.181
,,,,,,,
Sa,2/5/22,,,,,25.1387,3.181
Fr,2/4/22,17516.3,261.434M,293.641M,1.2038,25.1931,3.2457
Th,2/3/22,17560.2,226.615M,296.459M,1.2008,25.2604,3.2539
We,2/2/22,17780,271.206M,297.683M,1.1798,25.3759,3.2946
Tu,2/1/22,17576.85,386.391M,294.285M,1.1934,25.3024,3.257
Mo,1/31/22,17339.85,321.66M,284.02M,1.2098,30.5338,3.4353
Su,1/30/22,,,,,30.1149,3.3882
,,,,,,,
Sa,1/29/22,,,,,30.1149,3.3882
Fr,1/28/22,17101.95,355.284M,278.532M,1.2266,30.1149,3.3882
Th,1/27/22,17110.15,395.597M,270.61M,1.226,30.1293,3.3898
We,1/26/22,,,,,30.4248,3.423
Tu,1/25/22,17277.95,326.516M,261.001M,1.2141,30.4248,3.423
Mo,1/24/22,17149.1,323.847M,255.729M,1.2232,30.1979,3.3975
Su,1/23/22,,,,,31.0221,3.4902
,,,,,,,
Sa,1/22/22,,,,,31.0221,3.4902
Fr,1/21/22,17617.15,277.645M,247.503M,1.1907,31.0221,3.4902
Th,1/20/22,17757,258.094M,240.128M,1.1813,31.2684,3.5179
We,1/19/22,17938.4,276.663M,244.311M,1.1611,31.5878,3.5539
Tu,1/18/22,18113.05,227.507M,236.645M,1.1486,31.8954,3.5885
Mo,1/17/22,18308.1,266.703M,233.213M,1.1363,32.2388,3.6271
Su,1/16/22,,,,,32.1466,3.6168
,,,,,,,
Sa,1/15/22,,,,,32.1466,3.6168
Fr,1/14/22,18255.75,229.452M,225.085M,1.1396,32.1466,3.6168
Th,1/13/22,18257.8,303.701M,221.959M,1.1395,32.1503,3.6172
We,1/12/22,18212.35,244.974M,214.843M,1.1423,32.0702,3.6082
Tu,1/11/22,18055.75,220.239M,212.375M,1.1522,31.7945,3.5771
Mo,1/10/22,18003.3,232.418M,213.761M,1.1556,31.7021,3.5667
Su,1/9/22,,,,,31.3665,3.529
,,,,,,,
Sa,1/8/22,,,,,31.3665,3.529
Fr,1/7/22,17812.7,239.338M,220.307M,1.1679,31.3665,3.529
Th,1/6/22,17745.9,236.455M,227.991M,1.1723,31.2488,3.5157
We,1/5/22,17925.25,251.46M,226.86M,1.1606,31.5647,3.5513
Tu,1/4/22,17805.25,247.437M,224.428M,1.1684,31.3534,3.5275
Mo,1/3/22,17625.7,200.456M,225.996M,1.1803,31.0372,3.4919
Su,1/2/22,,,,,30.5588,3.4381
,,,,,,,
Sa,1/1/22,,,,,30.5588,3.4381
Fr,12/31/21,17354.05,167.026M,229.736M,1.1988,30.5588,3.4381
Th,12/30/21,17203.95,320.832M,232.233M,1.2155,30.2945,3.4084
We,12/29/21,17213.6,161.679M,226.655M,1.2148,30.3115,3.4103
Tu,12/28/21,17233.25,176.026M,233.063M,1.2134,30.3461,3.4142
Mo,12/27/21,17086.25,144.777M,238.271M,1.2239,30.0873,3.3851
Su,12/26/21,,,,,29.942,3.3687
,,,,,,,
Sa,12/25/21,,,,,29.942,3.3687
